id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
629,France,Paris,Europe,"French National Internet Exchange IPv6",http://www.fnix6.net/,Active,20021101,0,48.80000,2.33000,16,0,0,0,0.000000,No,0000-00-00,9,448,9,159,356,175,http://www.fnix6.net/members/,No,,387
336,"United States","San Diego","North America","San Diego Network Access Point",https://www.caida.org/projects/sdnap/,Active,19980200,0,32.72000,-117.16000,0,0,0,0,0.000000,No,0000-00-00,53,448,47,53,315,65,,No,,254
41,Chile,Santiago,"Latin America","NAP Chile",http://www.nap.cl/,Active,19970900,0,-33.38000,-70.78000,21,0,0,0,0.000000,No,0000-00-00,4,448,3,38,315,75,http://www.nap.cl/f_proveedores.html,No,,137
1238,Poland,Lodz,Europe,"Lodz Internet Exchange",http://www.lix.net.pl/,Active,20090000,0,51.75920,19.45600,18,0,0,0,0.000000,No,2017-09-11,7,448,8,154,342,175,http://www.lix.net.pl/uczestnicy/,No,,387
303,"United States",Madison,"North America","Madison Internet Exchange",https://kb.wisc.edu/ns/page.php?id=6636,Active,20000000,0,43.12000,-89.52000,22,0,0,0,0.000000,No,0000-00-00,53,448,46,52,308,65,https://kb.wisc.edu/ns/page.php?id=6636,No,,254
272,"United States",Chicago,"North America",StarLight,http://www.startap.net/starlight,Active,20010300,0,41.85000,-87.65000,15,0,0,0,0.000000,No,0000-00-00,53,448,54,61,367,65,http://www.startap.net/starlight/NETWORKS/,No,,254
321,"United States","New York","North America","Big Apple Peering Exchange",http://www.ny6ix.net/,Active,20010000,0,40.75000,-74.00000,14,0,0,0,0.000000,No,0000-00-00,53,448,55,63,379,65,http://www.ny6ix.net/,No,,254
985,Colombia,Bogota,"Latin America","Equinix Bogota",https://ix.equinix.com,Active,20080300,0,4.70000,-74.13000,14,0,0,0,0.000000,No,0000-00-00,2,448,2,50,379,75,,No,,137
984,"Dominican Republic","Santo Domingo","Latin America","NAP del Caribe",https://www.napdelcaribe.net.do/,Active,20080700,0,18.43000,-69.88000,15,0,0,0,0.000000,No,0000-00-00,2,448,1,48,367,75,,No,,137
259,"United States",Atlanta,"North America","Equinix Atlanta",https://www.equinix.com/locations/united-states-colocation/atlanta-data-centers/,Active,20041203,0,33.86000,-84.40000,23,0,0,0,0.000000,No,0000-00-00,53,448,42,48,298,65,,No,,254
864,Sweden,Gothenburg,Europe,"Gothenburg Internet Exchange",http://www.gix.se/,Active,20051221,0,57.67000,12.30000,15,0,0,0,0.000000,No,0000-00-00,13,448,6,165,367,175,,No,,387
13,Australia,Brisbane,Asia-Pacific,"PIPE Networks Brisbane",http://www.pipenetworks.com/pipeix.php,Active,20020500,0,-27.38000,153.10001,36,0,0,0,0.000000,No,0000-00-00,19,448,14,56,240,85,http://www.pipenetworks.com/pipeix-who.php,No,,253
723,Poland,Kraków,Europe,"Cracow Internet Exchange",http://cix.krakow.pl/,Active,20091100,0,50.08000,19.80000,52,0,0,0,0.000000,No,0000-00-00,7,448,6,84,174,175,http://cix.krakow.pl/?page_id=14,No,,387
163,Netherlands,Groningen,Europe,Groningen-IX,http://www.gn-ix.net/,Active,20010000,0,53.13000,6.58000,51,0,0,0,0.000000,No,0000-00-00,8,448,5,87,179,175,,No,,387
135,Japan,Tokyo,Asia-Pacific,"Network Service Provider IXP-6",http://www.wide.ad.jp/,Active,19990800,0,35.55000,139.78000,51,0,0,0,0.000000,No,0000-00-00,7,448,6,39,179,85,http://member.wide.ad.jp/nspixp6/peering-status.html,No,,253
1052,Germany,Hamburg,Europe,"Megaport Hamburg IX",https://www.megaport.com/,Active,20090121,226947,53.55000,10.03000,64,0,0,0,0.000000,Yes,0000-00-00,16,448,11,70,148,175,,Yes,"FRA, HAM",387
1348,"United States",Boston,"North America","Boston Internet Exchange",https://www.markleygroup.com/services/boston-internet-exchange,Active,20120409,121606,42.37000,-71.03000,61,0,0,0,0.000000,Yes,0000-00-00,53,448,24,27,156,65,https://www.markleygroup.com/services/boston-internet-exchange,Yes,BOS,254
767,Norway,Oslo,Europe,"Free Internet eXchange Oslo",http://www.fixo.no/static/index,Active,20080116,0,59.95000,10.70000,55,0,0,0,0.000000,No,0000-00-00,7,448,2,79,168,175,http://www.fixo.no/static/members,No,,387
574,Slovakia,Bratislava,Europe,"NIX.SK - exSitelIX",https://www.nix.sk/sk,Active,20050801,0,48.20000,17.20000,55,0,0,14000000,0.000000,No,2020-11-19,3,448,2,79,168,175,https://www.nix.sk/en/networks,No,,387
111,Indonesia,Jakarta,Asia-Pacific,"Jakarta Internet Exchange"," https://www.glc.ntt.com/en/services/service-in-indonesia/data-center/internet-exchange.html",Active,20180600,0,-6.17444,106.82944,9,0,0,0,0.000000,No,0000-00-00,8,448,10,103,477,85,,No,,253
703,"United States",Billings,"North America","Yellowstone Regional Internet Exchange",http://www.yrix.org/,Active,20030000,0,45.77000,-108.48000,8,0,0,0,0.000000,No,0000-00-00,53,448,71,79,496,65,http://www.yrix.org/participants.php,No,,254
725,Poland,Wroclaw,Europe,"Wroclaw Internet eXchange",http://wrix.org/,Active,20010200,0,51.11670,17.03330,38,0,0,0,0.000000,No,0000-00-00,7,448,7,110,233,175,http://wrix.org/uczestnicy/,No,,387
1317,"United States",Jacksonville,"North America","Jacksonville Internet Exchange",http://jxix.org/,Active,20120102,951,30.33218,-81.65565,10,0,0,0,0.000000,Yes,0000-00-00,53,448,66,74,442,65,http://jxix.org/index.php/participants/,Yes,JAX,254
287,"United States",Honolulu,"North America","Hawaii Internet Exchange",http://www.hawaii.edu/hix/,Active,19950700,1695,21.30000,-157.83000,8,0,0,0,0.000000,No,0000-00-00,53,448,71,79,496,65,http://www.hawaii.edu/hix/Hawaii_Internet_Exchange/Networks.html,No,,254
1373,France,Grenoble,Europe,GrenoblIX,http://www.grenoblix.net/fr/,Active,20130000,0,45.19000,5.72000,8,0,0,0,0.000000,No,0000-00-00,9,448,17,209,496,175,http://communication.rezopole.net/participants.php?ix=grenoblix,No,,387
1132,Italy,Udine,Europe,"Friuli Venezia Giulia Internet Exchange",http://www.fvg-ix.net,Active,20090000,0,46.03000,13.18000,8,0,0,0,0.000000,No,0000-00-00,8,448,8,209,496,175,http://www.fvg-ix.net,No,,387
1187,Turkey,Istanbul,Europe,"Istanbul Internet Exchange",https://www.istix.com.tr/,Active,20100000,28,40.97000,28.82000,0,0,0,0,0.000000,No,0000-00-00,2,448,2,209,496,175,https://www.istix.com.tr/en/member-list/,No,,387
138,Japan,Osaka,Asia-Pacific,"BBIX Osaka",http://www.bbix.net/en/service/ix/,Active,20030900,0,34.53000,135.50000,16,0,0,0,0.000000,No,0000-00-00,7,448,11,78,356,85,,No,,253
1,Argentina,"Buenos Aires","Latin America",Cubecorp,http://www.cubecorp.com.ar/,"Not an exchange",0,0,-34.57000,-58.42000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
3,Australia,Adelaide,Asia-Pacific,"South Australian Internet Exchange",http://www.saia.asn.au/saix,Defunct,19960700,0,-34.93000,138.52000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
4,Australia,Brisbane,Asia-Pacific,"AusBONE-Brisbane Internet Exchange",http://www.ausbone.net/whyisps.htm,Defunct,19971000,0,-27.38000,153.10001,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
5,Australia,Melbourne,Asia-Pacific,"AusBONE-Melbourne Internet Exchange",http://www.ausbone.net/whyisps.htm,Defunct,19970000,0,-37.82000,144.97000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
7,Australia,Melbourne,Asia-Pacific,"Melbourne NAPette",http://peer.sensation.net.au/,Defunct,19990400,0,-37.82000,144.97000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
10,Australia,Sydney,Asia-Pacific,"AusBONE-Sydney Internet Exchange",http://www.ausbone.net/whyisps.htm,Defunct,19971000,0,-33.95000,151.17999,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
11,Australia,Sydney,Asia-Pacific,"Pihana Sydney",,"Not an exchange",0,0,-33.95000,151.17999,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
18,Belgium,Brussels,Europe,"Free Belgian Internet Exchange",http://www.freebix.net/,Defunct,20030904,0,50.90000,4.53000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.freebix.net/members,No,,387
21,Brazil,Paraná,"Latin America","Ponto de Troca de Tráfego do Paraná",https://ix.br/adesao/pr,Defunct,20020600,0,-25.25210,-52.02150,0,0,0,0,0.000000,No,2017-11-09,,,,,,,http://ix.br/particip/pr,No,,137
23,Brazil,"Porto Alegre","Latin America","Rio Grande do Sul Internet Exchange",http://rs.ptt.br/,Deprecated,20001120,0,-30.00000,-51.18000,0,0,0,0,0.000000,No,2017-10-19,,,,,,,,No,,137
24,Brazil,"Rio De Janeiro","Latin America","Optiglobe Internet Exchange - Latin America",,Defunct,0,0,-22.90000,-43.17000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
25,Brazil,"São Paulo","Latin America",Daedalus,,Defunct,0,0,-23.62000,-46.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
26,Brazil,"São Paulo","Latin America","Diveo NAP",,"Not an exchange",0,0,-23.62000,-46.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
27,Brazil,"São Paulo","Latin America","NAP Abranet (Not an exchange)",,"Not an exchange",0,0,-23.62000,-46.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
28,Brazil,"São Paulo","Latin America",Tivit,http://www2.tivit.com.br/internet2/,Defunct,0,0,-23.62000,-46.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
31,Brazil,"São Paulo","Latin America",Telcomp,http://www.telcomp.org.br/,Defunct,20030000,0,-23.62000,-46.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
32,Bulgaria,Sofia,Europe,GoCIS,,Unknown,0,0,42.65000,23.38000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,387
33,Bulgaria,Sofia,Europe,"Sofia Internet Exchange",,Defunct,0,0,42.65000,23.38000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,387
34,Cambodia,"Phnom Penh",Asia-Pacific,"Finder Internet Exchange",http://www.finder.com.kh/,Defunct,20030600,0,11.55000,104.85000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
35,Canada,Edmonton,"North America","Edmonton Internet Exchange",http://www.eix.net/,Defunct,0,0,53.54440,-113.49090,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
36,Canada,Montreal,"North America","Quebec Internet Exchange/RISQ",http://www.risq.qc.ca/reseau/architecture/archi_section.php?LANG=EN&S=qix,"Not an exchange",0,0,45.47000,-73.75000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
37,Canada,Ottawa,"North America","Ottawa Internet Exchange",http://www.ottix.net/,Defunct,20010410,394,45.40000,-75.72000,0,0,0,0,0.000000,No,2018-06-12,,,,,,,http://www.ottix.net/peers.html,No,YOW,254
38,Canada,Toronto,"North America",CANIX,http://www.canix.ca/toronto.php,Defunct,0,0,43.67000,-79.40000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.canix.ca/toronto.php,No,,254
40,Canada,Vancouver,"North America","British Columbia Internet Exchange",http://www.bcix.net/,"Not an exchange",0,0,49.18000,-123.17000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.bcix.net/member_info/membership_categories.htm,No,,254
42,Chile,,"Latin America","Chile Network Access Point",,Unknown,0,0,,,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
44,China,Beijing,Asia-Pacific,"TerreNAP Beijing",http://www.corporate-ir.net/ireye/ir_site.zhtml?ticker=tww&script=410&layout=-6&item_id=137869,Unknown,0,0,39.93000,116.28000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
45,China,Guangzhou,Asia-Pacific,,,Unknown,20001200,0,23.13915,113.24146,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
46,China,Shanghai,Asia-Pacific,"Asia Pacific Internet Exchange",,"Not an exchange",0,0,31.40000,121.47000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
47,China,Shanghai,Asia-Pacific,"Shanghai City Exchange",,Unknown,0,0,31.40000,121.47000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
48,China,Shanghai,Asia-Pacific,"Shanghai Internet Exchange",http://www.sii.com.cn/html/en/infoport/internet_exchange_center.htm,Unknown,20001200,0,31.40000,121.47000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,253
50,Colombia,,"Latin America",CIN,,Unknown,0,0,,,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
60,Egypt,Cairo,Africa,"Cairo Regional Internet Exchange",http://www.cr-ix.net,Defunct,20020500,0,30.13000,31.40000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,82
61,"United Kingdom",London,Europe,"LoNAP/XchangePoint shared interconnect",http://www.xchangepoint.net/ourpartners/LoNAP-XP-iconnect.html,Defunct,20040000,0,51.48000,-0.45000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,387
63,"United Kingdom",London,Europe,"London Internet Providers Exchange",http://www.lipex.net,Defunct,20011000,0,51.48000,-0.45000,0,0,0,0,0.000000,No,2009-03-20,,,,,,,http://www.lipex.net/peers/,No,,387
